index,base_url,final_url
0,https://dreamwarrior.com/,https://dreamwarrior.com/
2,http://www.sageabra.com,https://www.sage.com/en-us/products/sage-hrms/
3,https://www.riscitsolutions.com,https://www.riscitsolutions.com
1,https://www.epos-cat.de/,https://www.epos-cat.de/web/
4,http://legaliboopro.com/,http://legaliboopro.com/
